Run Name,Waste Result,Waste Reduction,Proposed Waste,Previous Waste,Reagent Result,Reagent Reduction,Proposed Reagents,Previous Reagents
run_17,WIN,2.0,3.0,5.0,WIN,2,9,11
run_19,WIN,1.0,3.0,4.0,WIN,1,9,10
run_2,WIN,1.0,3.0,4.0,WIN,1,9,10
run_29,WIN,1.0,4.0,5.0,WIN,1,10,11
run_32,WIN,1.0,3.0,4.0,WIN,1,9,10
run_33,WIN,1.0,3.0,4.0,WIN,1,9,10
run_35,WIN,1.0,4.0,5.0,WIN,1,10,11
run_8,WIN,1.0,4.0,5.0,WIN,1,10,11
run_1,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_10,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_11,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_12,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_13,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_14,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_15,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_16,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_18,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_20,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_21,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_22,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_23,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_24,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_25,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_26,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_27,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_28,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_3,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_30,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_31,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_34,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_36,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_37,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_38,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_39,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_4,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_40,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_41,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_42,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_43,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_44,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_45,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_46,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_47,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_48,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_49,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_5,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_50,DRAW,0.0,2.0,2.0,DRAW,0,9,9
run_6,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_7,DRAW,0.0,5.0,5.0,DRAW,0,11,11
run_9,DRAW,0.0,4.0,4.0,DRAW,0,10,10
