Run Name,Waste Result,Waste Reduction,Proposed Waste,Previous Waste,Reagent Result,Reagent Reduction,Proposed Reagents,Previous Reagents
run_33,WIN,4.0,2.0,6.0,WIN,4,8,12
run_14,WIN,2.0,3.0,5.0,WIN,2,9,11
run_27,WIN,2.0,3.0,5.0,WIN,2,9,11
run_28,WIN,2.0,3.0,5.0,WIN,2,9,11
run_39,WIN,2.0,2.0,4.0,WIN,2,8,10
run_5,WIN,2.0,2.0,4.0,WIN,2,8,10
run_15,WIN,1.0,4.0,5.0,WIN,1,10,11
run_21,WIN,1.0,3.0,4.0,WIN,1,9,10
run_7,WIN,1.0,3.0,4.0,WIN,1,9,10
run_8,WIN,1.0,3.0,4.0,WIN,1,9,10
run_9,WIN,1.0,3.0,4.0,WIN,1,9,10
run_50,DRAW,0.0,2.0,2.0,WIN,1,8,9
run_1,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_10,DRAW,0.0,1.0,1.0,DRAW,0,7,7
run_11,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_12,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_13,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_16,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_17,DRAW,0.0,1.0,1.0,DRAW,0,7,7
run_18,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_19,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_2,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_20,DRAW,0.0,1.0,1.0,DRAW,0,7,7
run_22,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_23,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_24,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_25,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_26,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_29,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_3,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_30,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_31,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_32,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_34,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_35,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_36,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_37,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_38,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_4,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_40,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_41,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_42,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_43,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_44,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_45,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_46,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_47,DRAW,0.0,3.0,3.0,DRAW,0,9,9
run_48,DRAW,0.0,2.0,2.0,DRAW,0,8,8
run_49,DRAW,0.0,4.0,4.0,DRAW,0,10,10
run_6,DRAW,0.0,3.0,3.0,DRAW,0,9,9
